time	V(msg)	V(x)-V(a)
6.461133416156144e-002	5.000000e+000	9.356567e-005
6.661133416156143e-002	5.000000e+000	1.197896e-004
6.861133416156143e-002	5.000000e+000	1.535636e-004
7.061133416156143e-002	5.000000e+000	1.970672e-004
7.261133416156143e-002	5.000000e+000	2.531091e-004
7.361133416156143e-002	5.000000e+000	2.869255e-004
7.461133416156143e-002	5.000000e+000	3.253092e-004
7.561133416156143e-002	5.000000e+000	3.688776e-004
7.661133416156143e-002	5.000000e+000	4.183318e-004
7.761133416156144e-002	5.000000e+000	4.744673e-004
7.861133416156144e-002	5.000000e+000	5.381875e-004
7.961133416156144e-002	5.000000e+000	6.105177e-004
8.061133416156142e-002	5.000000e+000	6.926222e-004
8.161133416156143e-002	5.000000e+000	7.858222e-004
8.181680725609634e-002	5.000000e+000	8.053880e-004
8.202228035063126e-002	5.000000e+000	8.257049e-004
8.222775344516618e-002	5.000000e+000	8.467728e-004
8.243322653970109e-002	5.000000e+000	8.685917e-004
8.263869963423601e-002	5.000000e+000	8.911617e-004
8.284417272877093e-002	5.000000e+000	9.144827e-004
8.304964582330585e-002	5.000000e+000	9.385548e-004
8.305080221270181e-002	5.000000e+000	9.386917e-004
8.305312402578587e-002	5.000000e+000	9.389666e-004
8.305320476698568e-002	5.000000e+000	9.389763e-004
8.305328550818547e-002	5.000000e+000	9.389860e-004
8.305336624938528e-002	5.000000e+000	9.389956e-004
8.305344699058508e-002	5.000000e+000	9.390052e-004
8.305352773178489e-002	5.000000e+000	9.390147e-004
8.305360847298468e-002	5.000000e+000	9.390242e-004
8.305368921418449e-002	5.000000e+000	9.390337e-004
8.305376008617393e-002	5.000000e+000	9.390423e-004
8.305384108273331e-002	5.000000e+000	9.390516e-004
8.305400307585206e-002	5.000000e+000	9.390709e-004
8.305425220656031e-002	5.000000e+000	9.391003e-004
8.305426923383266e-002	5.000000e+000	9.391024e-004
8.305429193686247e-002	5.000000e+000	9.391052e-004
8.305433734292209e-002	5.000000e+000	9.391105e-004
8.305442815504133e-002	5.000000e+000	9.391212e-004
8.305444345770816e-002	5.000000e+000	9.391231e-004
8.305447406304183e-002	5.000000e+000	9.391266e-004
8.305452658824694e-002	5.000000e+000	9.391331e-004
8.305458348288533e-002	5.000000e+000	9.391396e-004
8.305463731454360e-002	5.000000e+000	9.391461e-004
8.305469461660955e-002	5.000000e+000	9.391529e-004
8.305475679189006e-002	5.000000e+000	9.391601e-004
8.305482060036375e-002	5.000000e+000	9.391678e-004
8.305490964293245e-002	5.000000e+000	9.391783e-004
8.305504359597710e-002	5.000000e+000	9.391943e-004
8.305529818184357e-002	5.000000e+000	9.392246e-004
8.305580735357653e-002	5.000000e+000	9.392847e-004
8.305649699770737e-002	5.000000e+000	9.393664e-004
8.305737666428760e-002	5.000000e+000	9.394707e-004
8.305854912121062e-002	5.000000e+000	9.396097e-004
8.354395847098149e-002	5.000000e+000	9.994530e-004
8.403125311504646e-002	5.000000e+000	1.062398e-003
8.404648107267350e-002	5.000000e+000	1.064414e-003
8.407693698792755e-002	5.000000e+000	1.068521e-003
8.480903904735120e-002	5.000000e+000	1.171988e-003
8.480944482703036e-002	5.000000e+000	1.172048e-003
8.480985060670951e-002	5.000000e+000	1.172108e-003
8.481025638638867e-002	5.000000e+000	1.172168e-003
8.481066216606782e-002	5.000000e+000	1.172228e-003
8.481106794574699e-002	5.000000e+000	1.172288e-003
8.481147372542613e-002	5.000000e+000	1.172348e-003
8.481187950510530e-002	5.000000e+000	1.172408e-003
8.481204814081611e-002	5.000000e+000	1.172433e-003
8.481238541223775e-002	5.000000e+000	1.172483e-003
8.481305995508102e-002	5.000000e+000	1.172583e-003
8.481307112752892e-002	5.000000e+000	1.172585e-003
8.481309347242470e-002	5.000000e+000	1.172588e-003
8.481313816221628e-002	5.000000e+000	1.172595e-003
8.481322754179943e-002	5.000000e+000	1.172608e-003
8.481324885798937e-002	5.000000e+000	1.172611e-003
8.481329149036926e-002	5.000000e+000	1.172618e-003
8.481337675512903e-002	5.000000e+000	1.172630e-003
8.481338685765295e-002	5.000000e+000	1.172632e-003
8.481340706270078e-002	5.000000e+000	1.172634e-003
8.481344302811378e-002	5.000000e+000	1.172640e-003
8.481348085396538e-002	5.000000e+000	1.172645e-003
8.481351817194835e-002	5.000000e+000	1.172651e-003
8.481355937186431e-002	5.000000e+000	1.172657e-003
8.481360822832806e-002	5.000000e+000	1.172664e-003
8.481365998504402e-002	5.000000e+000	1.172672e-003
8.481374664617787e-002	5.000000e+000	1.172685e-003
8.481384643660805e-002	5.000000e+000	1.172699e-003
8.481402806963959e-002	5.000000e+000	1.172727e-003
8.481431385204319e-002	5.000000e+000	1.172769e-003
8.481488541685038e-002	5.000000e+000	1.172853e-003
8.481560802811027e-002	5.000000e+000	1.172961e-003
8.481659560198347e-002	5.000000e+000	1.173107e-003
8.481789132071189e-002	5.000000e+000	1.173299e-003
8.498927710980397e-002	5.000000e+000	1.199043e-003
8.516066289889604e-002	5.000000e+000	1.225509e-003
8.533204868798812e-002	5.000000e+000	1.252698e-003
8.550343447708020e-002	5.000000e+000	1.280609e-003
8.567482026617228e-002	5.000000e+000	1.309243e-003
8.584620605526434e-002	5.000000e+000	1.338599e-003
8.601759184435642e-002	5.000000e+000	1.368677e-003
8.701759184435642e-002	5.000000e+000	1.555641e-003
8.801759184435642e-002	5.000000e+000	1.765484e-003
8.901759184435643e-002	5.000000e+000	2.003692e-003
9.001759184435643e-002	5.000000e+000	2.274098e-003
9.101759184435643e-002	5.000000e+000	2.581054e-003
9.201759184435643e-002	5.000000e+000	2.929501e-003
9.301759184435643e-002	5.000000e+000	3.325047e-003
9.401759184435642e-002	5.000000e+000	3.774057e-003
9.501759184435642e-002	5.000000e+000	4.283756e-003
9.601759184435642e-002	5.000000e+000	4.862344e-003
9.701759184435642e-002	5.000000e+000	5.519131e-003
9.801759184435642e-002	5.000000e+000	6.264679e-003
9.901759184435642e-002	5.000000e+000	7.110976e-003
1.000175918443564e-001	5.000000e+000	8.071626e-003
1.010175918443564e-001	5.000000e+000	9.162059e-003
1.020175918443564e-001	5.000000e+000	1.039979e-002
1.030175918443564e-001	5.000000e+000	1.180466e-002
1.040175918443564e-001	5.000000e+000	1.339921e-002
1.050175918443564e-001	5.000000e+000	1.520894e-002
1.060175918443564e-001	5.000000e+000	1.726279e-002
1.070175918443564e-001	5.000000e+000	1.959350e-002
1.080175918443564e-001	5.000000e+000	2.223812e-002
1.090175918443564e-001	5.000000e+000	2.523858e-002
1.100175918443564e-001	5.000000e+000	2.864219e-002
1.110175918443564e-001	5.000000e+000	3.250229e-002
1.120175918443564e-001	5.000000e+000	3.687894e-002
1.130175918443564e-001	5.000000e+000	4.183953e-002
1.140175918443564e-001	5.000000e+000	4.745939e-002
1.150175918443564e-001	5.000000e+000	5.382250e-002
1.160175918443564e-001	5.000000e+000	6.102169e-002
1.170175918443564e-001	5.000000e+000	6.915893e-002
1.180175918443564e-001	5.000000e+000	7.834494e-002
1.190175918443564e-001	5.000000e+000	8.837548e-002
1.190175918444728e-001	5.000000e+000	8.837548e-002
1.190175918447057e-001	5.000000e+000	8.837548e-002
1.190175918451713e-001	5.000000e+000	8.837548e-002
1.190175918461027e-001	5.000000e+000	8.837548e-002
1.190175918479653e-001	5.000000e+000	8.837548e-002
1.190175918516906e-001	5.000000e+000	8.837548e-002
1.190175918591412e-001	5.000000e+000	8.837548e-002
1.190175918740423e-001	5.000000e+000	8.837546e-002
1.190175919038447e-001	5.000000e+000	8.837546e-002
1.190175919634493e-001	5.000000e+000	8.837546e-002
1.190176617008837e-001	5.000000e+000	8.837623e-002
1.190177314383181e-001	5.000000e+000	8.837700e-002
1.190178011757525e-001	5.000000e+000	8.837776e-002
1.190178709131868e-001	5.000000e+000	8.837853e-002
1.190179406506212e-001	5.000000e+000	8.837929e-002
1.190180103880556e-001	5.000000e+000	8.838005e-002
1.190180801254900e-001	5.000000e+000	8.838081e-002
1.192675918442400e-001	5.000000e+000	9.116039e-002
1.195175918442982e-001	5.000000e+000	9.400725e-002
1.195175918451131e-001	5.000000e+000	9.400725e-002
1.195175918460445e-001	5.000000e+000	9.400725e-002
1.195175918479071e-001	5.000000e+000	9.400725e-002
1.195175918590830e-001	5.000000e+000	9.400725e-002
1.199955444470313e-001	5.000000e+000	9.970672e-002
1.199956047548950e-001	5.000000e+000	9.970745e-002
1.199956851314710e-001	5.000000e+000	9.970845e-002
1.199957717421551e-001	5.000000e+000	9.970950e-002
1.199957795043246e-001	5.000000e+000	9.970960e-002
1.199957950286635e-001	5.000000e+000	9.970979e-002
1.199958260773413e-001	5.000000e+000	9.971015e-002
1.199958551086069e-001	5.000000e+000	9.971052e-002
1.199958858269661e-001	5.000000e+000	9.971090e-002
1.199958863933083e-001	5.000000e+000	9.971091e-002
1.199958875259927e-001	5.000000e+000	9.971094e-002
1.199958883755060e-001	5.000000e+000	9.971094e-002
1.199958895081904e-001	5.000000e+000	9.976852e-002
1.199958897913615e-001	5.000000e+000	9.985150e-002
1.199958900834337e-001	5.000000e+000	9.995906e-002
1.199958906497759e-001	5.000000e+000	1.000239e-001
1.199958917824603e-001	5.000000e+000	9.996261e-002
1.199958930696847e-001	5.000000e+000	9.987997e-002
1.199958955195348e-001	5.000000e+000	9.980974e-002
1.199959004192351e-001	5.000000e+000	9.976435e-002
1.199959057542816e-001	5.000000e+000	9.974805e-002
1.199959164243746e-001	5.000000e+000	9.973049e-002
1.199959354273502e-001	5.000000e+000	9.971447e-002
1.199959696813291e-001	5.000000e+000	9.970848e-002
1.199960381892869e-001	5.000000e+000	9.971102e-002
1.199961168125027e-001	5.000000e+000	9.971221e-002
1.199962380252777e-001	5.000000e+000	9.971206e-002
1.199963964501167e-001	5.000000e+000	9.971251e-002
1.199967132997948e-001	5.000000e+000	9.971330e-002
1.199972906144172e-001	5.000000e+000	9.971482e-002
1.199980491810716e-001	5.000000e+000	9.971677e-002
1.199990332211921e-001	5.000000e+000	9.971930e-002
1.200004043615000e-001	5.000000e+000	9.972285e-002
1.200173518853277e-001	5.000000e+000	9.976639e-002
1.200754576813086e-001	5.000000e+000	9.991390e-002
1.206177784437962e-001	5.000000e+000	1.011610e-001
1.212375736009250e-001	5.000000e+000	1.024231e-001
1.212375736010415e-001	5.000000e+000	1.024231e-001
1.212375736012743e-001	5.000000e+000	1.024231e-001
1.212375736017399e-001	5.000000e+000	1.024231e-001
1.212375736026713e-001	5.000000e+000	1.024231e-001
1.212375736045339e-001	5.000000e+000	1.024231e-001
1.212375736082592e-001	5.000000e+000	1.024231e-001
1.212375736157098e-001	5.000000e+000	1.024231e-001
1.212375736306109e-001	5.000000e+000	1.024230e-001
1.212375736604133e-001	5.000000e+000	1.024230e-001
1.212375737200179e-001	5.000000e+000	1.024230e-001
1.212375738392272e-001	5.000000e+000	1.024231e-001
1.212375740776458e-001	5.000000e+000	1.024231e-001
1.212375745544829e-001	5.000000e+000	1.024231e-001
1.212375755081573e-001	5.000000e+000	1.024231e-001
1.212375812302032e-001	5.000000e+000	1.024232e-001
1.212376041183867e-001	5.000000e+000	1.024231e-001
1.212376346359649e-001	5.000000e+000	1.024231e-001
1.212376956711211e-001	5.000000e+000	1.024232e-001
1.212378177414336e-001	5.000000e+000	1.024234e-001
1.212380618820586e-001	5.000000e+000	1.024238e-001
1.212531986008086e-001	5.000000e+000	1.024509e-001
1.214875736008086e-001	5.000000e+000	1.028471e-001
1.217375736008086e-001	5.000000e+000	1.032424e-001
1.217375736012161e-001	5.000000e+000	1.032424e-001
1.217375736016817e-001	5.000000e+000	1.032424e-001
1.217375736026131e-001	5.000000e+000	1.032424e-001
1.217375736044757e-001	5.000000e+000	1.032424e-001
1.217375736156516e-001	5.000000e+000	1.032424e-001
1.217375736603551e-001	5.000000e+000	1.032424e-001
1.217375737199597e-001	5.000000e+000	1.032424e-001
1.217375740775876e-001	5.000000e+000	1.032424e-001
1.217376088867001e-001	5.000000e+000	1.032425e-001
1.217376436958127e-001	5.000000e+000	1.032425e-001
1.217376785049252e-001	5.000000e+000	1.032426e-001
1.217377133140378e-001	5.000000e+000	1.032426e-001
1.217377481231503e-001	5.000000e+000	1.032427e-001
1.217377829322629e-001	5.000000e+000	1.032427e-001
1.217378177413754e-001	5.000000e+000	1.032428e-001
1.219436955944325e-001	5.000000e+000	1.035356e-001
1.219437730610729e-001	5.000000e+000	1.035357e-001
1.219438464316568e-001	5.000000e+000	1.035358e-001
1.219439162543122e-001	5.000000e+000	1.035359e-001
1.219439232879546e-001	5.000000e+000	1.035359e-001
1.219439373552396e-001	5.000000e+000	1.035359e-001
1.219439654898094e-001	5.000000e+000	1.035360e-001
1.219439932070964e-001	5.000000e+000	1.035360e-001
1.219440220434757e-001	5.000000e+000	1.035360e-001
1.219440263815277e-001	5.000000e+000	1.035360e-001
1.219440268392712e-001	5.000000e+000	1.035390e-001
1.219440273815277e-001	5.000000e+000	1.035504e-001
1.219440281103995e-001	5.000000e+000	1.035741e-001
1.219440293831416e-001	5.000000e+000	1.036137e-001
1.219440310791218e-001	5.000000e+000	1.036436e-001
1.219440328263778e-001	5.000000e+000	1.036476e-001
1.219440357412532e-001	5.000000e+000	1.036361e-001
1.219440412418726e-001	5.000000e+000	1.036136e-001
1.219440491762384e-001	5.000000e+000	1.035881e-001
1.219440650449699e-001	5.000000e+000	1.035571e-001
1.219440918163554e-001	5.000000e+000	1.035371e-001
1.219441453591263e-001	5.000000e+000	1.035328e-001
1.219442212349595e-001	5.000000e+000	1.035345e-001
1.219443226565793e-001	5.000000e+000	1.035336e-001
1.219444625934832e-001	5.000000e+000	1.035321e-001
1.219447137910627e-001	5.000000e+000	1.035298e-001
1.219452161862218e-001	5.000000e+000	1.035248e-001
1.219459251773504e-001	5.000000e+000	1.035179e-001
1.219468163758447e-001	5.000000e+000	1.035093e-001
1.219480249432301e-001	5.000000e+000	1.034975e-001
1.219538974834601e-001	5.000000e+000	1.034404e-001
1.219773876443800e-001	5.000000e+000	1.032102e-001
1.221966291462996e-001	5.000000e+000	1.009490e-001
1.224471908627791e-001	5.000000e+000	9.811643e-002
1.229483142957381e-001	5.000000e+000	9.166983e-002
1.239483142957381e-001	5.000000e+000	7.655886e-002
1.249483142957381e-001	5.000000e+000	5.866387e-002
1.259483142957381e-001	5.000000e+000	3.770667e-002
1.269483142957381e-001	5.000000e+000	1.387209e-002
1.279483142957381e-001	5.000000e+000	-1.258236e-002
1.289483142957381e-001	5.000000e+000	-4.129374e-002
1.299483142957381e-001	5.000000e+000	-7.175577e-002
1.309483142957381e-001	5.000000e+000	-1.032745e-001
1.319483142957381e-001	5.000000e+000	-1.349218e-001
1.329483142957381e-001	5.000000e+000	-1.654896e-001
1.339483142957381e-001	5.000000e+000	-1.934500e-001
1.349483142957381e-001	5.000000e+000	-2.169375e-001
1.359483142957381e-001	5.000000e+000	-2.360311e-001
1.359483142958546e-001	5.000000e+000	-2.360311e-001
1.359483142960874e-001	5.000000e+000	-2.360311e-001
1.359483142965531e-001	5.000000e+000	-2.360311e-001
1.359483142974844e-001	5.000000e+000	-2.360311e-001
1.359483142993470e-001	5.000000e+000	-2.360311e-001
1.359483143030723e-001	5.000000e+000	-2.360311e-001
1.359483143105229e-001	5.000000e+000	-2.360311e-001
1.359483143254240e-001	5.000000e+000	-2.360311e-001
1.359483143552264e-001	5.000000e+000	-2.360309e-001
1.359483144148310e-001	5.000000e+000	-2.360308e-001
1.359483145340403e-001	5.000000e+000	-2.360307e-001
1.359483147724589e-001	5.000000e+000	-2.360306e-001
1.359483152492960e-001	5.000000e+000	-2.360305e-001
1.359483162029704e-001	5.000000e+000	-2.360306e-001
1.359483219250162e-001	5.000000e+000	-2.360306e-001
1.359483448131998e-001	5.000000e+000	-2.360308e-001
1.359483753307780e-001	5.000000e+000	-2.360312e-001
1.359484363659342e-001	5.000000e+000	-2.360320e-001
1.359485584362467e-001	5.000000e+000	-2.360336e-001
1.359488025768717e-001	5.000000e+000	-2.360369e-001
1.359492908581217e-001	5.000000e+000	-2.360436e-001
1.359848656349074e-001	5.000000e+000	-2.365185e-001
1.360204404116931e-001	5.000000e+000	-2.369783e-001
1.360560151884789e-001	5.000000e+000	-2.374231e-001
1.360915899652646e-001	5.000000e+000	-2.378528e-001
1.361271647420503e-001	5.000000e+000	-2.382674e-001
1.361627395188360e-001	5.000000e+000	-2.386670e-001
1.361983142956217e-001	5.000000e+000	-2.390515e-001
1.364483142956217e-001	5.000000e+000	-2.416172e-001
1.364483142960292e-001	5.000000e+000	-2.416172e-001
1.364483142964948e-001	5.000000e+000	-2.416172e-001
1.364483142974262e-001	5.000000e+000	-2.416172e-001
1.364483142992888e-001	5.000000e+000	-2.416172e-001
1.364483143030141e-001	5.000000e+000	-2.416172e-001
1.364483143551682e-001	5.000000e+000	-2.416172e-001
1.364483144147728e-001	5.000000e+000	-2.416172e-001
1.364483147724007e-001	5.000000e+000	-2.416172e-001
1.364483321428971e-001	5.000000e+000	-2.416173e-001
1.364483495133936e-001	5.000000e+000	-2.416175e-001
1.364483668838901e-001	5.000000e+000	-2.416176e-001
1.364483842543866e-001	5.000000e+000	-2.416178e-001
1.364484016248831e-001	5.000000e+000	-2.416179e-001
1.364484189953795e-001	5.000000e+000	-2.416181e-001
1.364484363658760e-001	5.000000e+000	-2.416183e-001
1.364485584361885e-001	5.000000e+000	-2.416193e-001
1.364649214863791e-001	5.000000e+000	-2.417588e-001
1.364812845365697e-001	5.000000e+000	-2.418960e-001
1.364976475867603e-001	5.000000e+000	-2.420308e-001
1.365140106369508e-001	5.000000e+000	-2.421632e-001
1.365303736871414e-001	5.000000e+000	-2.422932e-001
1.365467367373320e-001	5.000000e+000	-2.424210e-001
1.365630997875226e-001	5.000000e+000	-2.425463e-001
1.365640585189115e-001	5.000000e+000	-2.425535e-001
1.365650172503004e-001	5.000000e+000	-2.425607e-001
1.365659759816893e-001	5.000000e+000	-2.425679e-001
1.365669347130782e-001	5.000000e+000	-2.425750e-001
1.365678934444672e-001	5.000000e+000	-2.425822e-001
1.365688521758560e-001	5.000000e+000	-2.425893e-001
1.365698109072450e-001	5.000000e+000	-2.425964e-001
1.365704233288210e-001	5.000000e+000	-2.426010e-001
1.365712398909224e-001	5.000000e+000	-2.426070e-001
1.365728730152956e-001	5.000000e+000	-2.426190e-001
1.365729313411322e-001	5.000000e+000	-2.426195e-001
1.365729896669688e-001	5.000000e+000	-2.426199e-001
1.365730479928053e-001	5.000000e+000	-2.426204e-001
1.365731063186419e-001	5.000000e+000	-2.426208e-001
1.365731646444785e-001	5.000000e+000	-2.426212e-001
1.365732229703151e-001	5.000000e+000	-2.426216e-001
1.365732812961517e-001	5.000000e+000	-2.426220e-001
1.365736895772024e-001	5.000000e+000	-2.426250e-001
1.365745061393038e-001	5.000000e+000	-2.426312e-001
1.365745316568695e-001	5.000000e+000	-2.426312e-001
1.365745826920008e-001	5.000000e+000	-2.426317e-001
1.365746847622635e-001	5.000000e+000	-2.426324e-001
1.365748889027888e-001	5.000000e+000	-2.426339e-001
1.365749380939374e-001	5.000000e+000	-2.426343e-001
1.365750364762345e-001	5.000000e+000	-2.426350e-001
1.365750395506813e-001	5.000000e+000	-2.426350e-001
1.365750456995749e-001	5.000000e+000	-2.426350e-001
1.365750579973620e-001	5.000000e+000	-2.426351e-001
1.365750825929363e-001	5.000000e+000	-2.426354e-001
1.365750887418299e-001	5.000000e+000	-2.426354e-001
1.365751010396170e-001	5.000000e+000	-2.426355e-001
1.365751025418593e-001	5.000000e+000	-2.426355e-001
1.365751055463440e-001	5.000000e+000	-2.426356e-001
1.365751062974651e-001	5.000000e+000	-2.426355e-001
1.365751065463440e-001	5.000000e+000	-2.426355e-001
1.365751070441016e-001	5.000000e+000	-2.426355e-001
1.365751075463440e-001	5.000000e+000	-2.426355e-001
1.365751076696622e-001	5.000000e+000	-2.426355e-001
1.365751079162987e-001	5.000000e+000	-2.426356e-001
1.365751082952228e-001	5.000000e+000	-2.426820e-001
1.365751089162987e-001	5.000000e+000	-2.428645e-001
1.365751096057608e-001	5.000000e+000	-2.430001e-001
1.365751104675831e-001	5.000000e+000	-2.429777e-001
1.365751113807792e-001	5.000000e+000	-2.429073e-001
1.365751122681806e-001	5.000000e+000	-2.428728e-001
1.365751131692415e-001	5.000000e+000	-2.428533e-001
1.365751141669767e-001	5.000000e+000	-2.428392e-001
1.365751156349369e-001	5.000000e+000	-2.428238e-001
1.365751180439615e-001	5.000000e+000	-2.428027e-001
1.365751215434929e-001	5.000000e+000	-2.427760e-001
1.365751272590114e-001	5.000000e+000	-2.427393e-001
1.365751365657417e-001	5.000000e+000	-2.426952e-001
1.365751512811021e-001	5.000000e+000	-2.426553e-001
1.365751757865410e-001	5.000000e+000	-2.426307e-001
1.365752027386085e-001	5.000000e+000	-2.426283e-001
1.365752359480291e-001	5.000000e+000	-2.426323e-001
1.365752907762086e-001	5.000000e+000	-2.426337e-001
1.365754004325675e-001	5.000000e+000	-2.426319e-001
1.365756197452853e-001	5.000000e+000	-2.426285e-001
1.365760339340999e-001	5.000000e+000	-2.426224e-001
1.365765336938021e-001	5.000000e+000	-2.426150e-001
1.365775166276781e-001	5.000000e+000	-2.426003e-001
1.365794824954300e-001	5.000000e+000	-2.425710e-001
1.367227100030672e-001	5.000000e+000	-2.403627e-001
1.368659375107045e-001	5.000000e+000	-2.380152e-001
1.370091650183418e-001	5.000000e+000	-2.355283e-001
1.371523925259791e-001	5.000000e+000	-2.329022e-001
1.372956200336163e-001	5.000000e+000	-2.301367e-001
1.374388475412536e-001	5.000000e+000	-2.272320e-001
1.375820750488909e-001	5.000000e+000	-2.241880e-001
1.385820750488909e-001	5.000000e+000	-2.017882e-001
1.385820750490073e-001	5.000000e+000	-2.017882e-001
1.385820750492401e-001	5.000000e+000	-2.017882e-001
1.385820750497058e-001	5.000000e+000	-2.017882e-001
1.385820750506371e-001	5.000000e+000	-2.017882e-001
1.385820750524997e-001	5.000000e+000	-2.017882e-001
1.385820750562250e-001	5.000000e+000	-2.017882e-001
1.385820750636756e-001	5.000000e+000	-2.017881e-001
1.385820750785768e-001	5.000000e+000	-2.017881e-001
1.385820751083791e-001	5.000000e+000	-2.017881e-001
1.385820751679837e-001	5.000000e+000	-2.017881e-001
1.385820752871930e-001	5.000000e+000	-2.017881e-001
1.385820755256116e-001	5.000000e+000	-2.017881e-001
1.385820760024488e-001	5.000000e+000	-2.017881e-001
1.385820769561231e-001	5.000000e+000	-2.017881e-001
1.385820788634717e-001	5.000000e+000	-2.017881e-001
1.385821055663526e-001	5.000000e+000	-2.017875e-001
1.385821360839307e-001	5.000000e+000	-2.017866e-001
1.385821971190870e-001	5.000000e+000	-2.017852e-001
1.385823191893995e-001	5.000000e+000	-2.017820e-001
1.385825633300244e-001	5.000000e+000	-2.017757e-001
1.385830516112745e-001	5.000000e+000	-2.017632e-001
1.385840281737744e-001	5.000000e+000	-2.017379e-001
1.386016062987744e-001	5.000000e+000	-2.012839e-001
1.386191844237744e-001	5.000000e+000	-2.008278e-001
1.386367625487744e-001	5.000000e+000	-2.003697e-001
1.386543406737744e-001	5.000000e+000	-1.999096e-001
1.386719187987744e-001	5.000000e+000	-1.994474e-001
1.386894969237744e-001	5.000000e+000	-1.989831e-001
1.387070750487744e-001	5.000000e+000	-1.985168e-001
1.388320750487745e-001	5.000000e+000	-1.951840e-001
1.388320750489782e-001	5.000000e+000	-1.951840e-001
1.388320750492110e-001	5.000000e+000	-1.951840e-001
1.388320750496767e-001	5.000000e+000	-1.951840e-001
1.388320750506080e-001	5.000000e+000	-1.951840e-001
1.388320750524706e-001	5.000000e+000	-1.951840e-001
1.388320750561959e-001	5.000000e+000	-1.951840e-001
1.388320751083500e-001	5.000000e+000	-1.951840e-001
1.388320751679546e-001	5.000000e+000	-1.951840e-001
1.388320752871639e-001	5.000000e+000	-1.951839e-001
1.388320926917202e-001	5.000000e+000	-1.951834e-001
1.388321100962765e-001	5.000000e+000	-1.951830e-001
1.388321275008327e-001	5.000000e+000	-1.951826e-001
1.388321449053890e-001	5.000000e+000	-1.951821e-001
1.388321623099453e-001	5.000000e+000	-1.951816e-001
1.388321797145016e-001	5.000000e+000	-1.951811e-001
1.388321971190578e-001	5.000000e+000	-1.951807e-001
1.388323191893703e-001	5.000000e+000	-1.951773e-001
1.388325633299954e-001	5.000000e+000	-1.951708e-001
1.388330516112453e-001	5.000000e+000	-1.951575e-001
1.388340281737454e-001	5.000000e+000	-1.951311e-001
1.388343246302144e-001	5.000000e+000	-1.951230e-001
1.388346210866835e-001	5.000000e+000	-1.951149e-001
1.388349175431525e-001	5.000000e+000	-1.951068e-001
