time	V(x)
2.808057152544557e-006	-1.407645e-008
2.820928067077469e-006	-1.420829e-008
2.823318218845772e-006	-1.423283e-008
2.828098522382378e-006	-1.428200e-008
2.829293598266530e-006	-1.429430e-008
2.831683750034833e-006	-1.431891e-008
2.832281287976909e-006	-1.432507e-008
2.833476363861060e-006	-1.433739e-008
2.835866515629363e-006	-1.436204e-008
2.839284580584435e-006	-1.439731e-008
2.843926065322952e-006	-1.444526e-008
2.848709115723819e-006	-1.449472e-008
2.858275216525551e-006	-1.459377e-008
2.877407418129018e-006	-1.479214e-008
2.915269314243019e-006	-1.518512e-008
2.958154984942621e-006	-1.563043e-008
3.132020298696585e-006	-1.743595e-008
3.366524754852529e-006	-1.987112e-008
2.000000000000000e-005	-1.924433e-007
2.000026231701389e-005	-1.924440e-007
2.000032789626737e-005	-1.924442e-007
4.085452087018735e-004	-4.077721e-006
7.970900895074795e-004	-7.916634e-006
1.185634970313086e-003	-1.170918e-005
1.574179851118692e-003	-1.545537e-005
1.962724731924298e-003	-1.915519e-005
2.351269612729904e-003	-2.280865e-005
2.739814493535509e-003	-2.641575e-005
3.700023026805216e-003	-3.600314e-005
4.516416866420475e-003	-4.486685e-005
4.984557842249170e-003	-5.036005e-005
5.494694636765276e-003	-5.676507e-005
6.047468036208102e-003	-6.428073e-005
6.642548928831977e-003	-7.314905e-005
7.278753795028191e-003	-8.366515e-005
7.954011585796967e-003	-9.618489e-005
8.665649196564007e-003	-1.111383e-004
9.410523424368581e-003	-1.290420e-004
1.018533640766105e-002	-1.505190e-004
1.098675717331418e-002	-1.763182e-004
1.181162843500856e-002	-2.073434e-004
1.265699681773166e-002	-2.446832e-004
1.352020303671739e-002	-2.896518e-004
1.439884967901685e-002	-3.438342e-004
1.529082829881808e-002	-4.091442e-004
1.619426969288981e-002	-4.878906e-004
1.710754788398585e-002	-5.828614e-004
1.802923440186639e-002	-6.974203e-004
1.895809545150124e-002	-8.356284e-004
1.989305494736747e-002	-1.002386e-003
2.083318962039452e-002	-1.203608e-003
2.177769996872540e-002	-1.446434e-003
2.272590468235820e-002	-1.739478e-003
2.367721793439554e-002	-2.093140e-003
2.463114381771104e-002	-2.519969e-003
2.558725872695376e-002	-3.035111e-003
2.654520629204890e-002	-3.656848e-003
2.750468389575571e-002	-4.400514e-003
2.830946272584168e-002	-5.135763e-003
2.901331308118258e-002	-5.882488e-003
2.966803662135501e-002	-6.676899e-003
3.029352136805768e-002	-7.536839e-003
3.089578192776757e-002	-8.469695e-003
3.147804139245000e-002	-9.484497e-003
3.209871159349319e-002	-1.069790e-002
3.266403203722218e-002	-1.193634e-002
3.324166251066348e-002	-1.335064e-002
3.377920709160941e-002	-1.481685e-002
3.432556775755966e-002	-1.647298e-002
3.484494988107442e-002	-1.821862e-002
3.537091986325242e-002	-2.017559e-002
3.587847028734010e-002	-2.226302e-002
3.639092839571964e-002	-2.459028e-002
3.689069693803573e-002	-2.709397e-002
3.739412246086162e-002	-2.987414e-002
3.788875544322163e-002	-3.288336e-002
3.838611251456350e-002	-3.621512e-002
3.887735392512722e-002	-3.983707e-002
3.937062335892567e-002	-4.383870e-002
3.985962923283174e-002	-4.820228e-002
4.035014502897630e-002	-5.301586e-002
4.083768621137453e-002	-5.827631e-002
4.132635379896299e-002	-6.407275e-002
4.181294891967408e-002	-7.041714e-002
4.230038940414081e-002	-7.740230e-002
4.278639341160572e-002	-8.505622e-002
4.327304063226937e-002	-9.347829e-002
4.375870489439286e-002	-1.027140e-001
4.424487222129347e-002	-1.128724e-001
4.473038668360501e-002	-1.240185e-001
4.521631468286261e-002	-1.362748e-001
4.570183925987505e-002	-1.497284e-001
4.618773191150758e-002	-1.645193e-001
4.667342235339868e-002	-1.807604e-001
4.715947754716626e-002	-1.986141e-001
4.764551005487419e-002	-2.182236e-001
4.813194916031937e-002	-2.397795e-001
4.861854781036327e-002	-2.634613e-001
4.910564908774499e-002	-2.894265e-001
4.954290106221392e-002	-3.148281e-001
4.993239378359887e-002	-3.393221e-001
5.028418803437683e-002	-3.631193e-001
5.063765955515213e-002	-3.886957e-001
5.095962684590506e-002	-4.135464e-001
5.129111946964336e-002	-4.407983e-001
5.161569613567914e-002	-4.691840e-001
5.194510658979931e-002	-4.998306e-001
5.227235442460011e-002	-5.322087e-001
5.260202477103689e-002	-5.668947e-001
5.293138767730012e-002	-6.037369e-001
5.326235879371948e-002	-6.430907e-001
5.359392525873194e-002	-6.849875e-001
5.392698150122779e-002	-7.297005e-001
5.426122985430480e-002	-7.773604e-001
5.459719710760657e-002	-8.282229e-001
5.493492231068647e-002	-8.824857e-001
5.527484077192656e-002	-9.404217e-001
5.561720269000550e-002	-1.002288e+000
5.596249315843016e-002	-1.068398e+000
5.631116420072027e-002	-1.139077e+000
5.666386304328856e-002	-1.214704e+000
5.702131474748684e-002	-1.295694e+000
5.738448072144235e-002	-1.382532e+000
5.775454050997803e-002	-1.475771e+000
5.813306112423233e-002	-1.576076e+000
5.852210692365859e-002	-1.684246e+000
5.892455531426075e-002	-1.801304e+000
5.934455512817660e-002	-1.928599e+000
5.978853446133232e-002	-2.068063e+000
6.026740536019295e-002	-2.222744e+000
6.080283139185091e-002	-2.398437e+000
6.131550063295495e-002	-2.566482e+000
6.179622529862857e-002	-2.720659e+000
6.225457677357326e-002	-2.861031e+000
6.270342187669255e-002	-2.988503e+000
6.315497382519664e-002	-3.102783e+000
6.362676496194020e-002	-3.203458e+000
6.408534951548515e-002	-3.279150e+000
6.453885723234748e-002	-3.328501e+000
6.499648246689602e-002	-3.352023e+000
6.532555292998087e-002	-3.350780e+000
6.561079183892568e-002	-3.335326e+000
6.588035462434147e-002	-3.308992e+000
6.613561972865593e-002	-3.273862e+000
6.637449192519873e-002	-3.232168e+000
6.659558957218020e-002	-3.186164e+000
6.679687660091954e-002	-3.138305e+000
6.697358960161425e-002	-3.091796e+000
6.711818212453219e-002	-3.051218e+000
6.713475136654490e-002	-3.046308e+000
6.715779486590963e-002	-3.039419e+000
6.717030228398523e-002	-3.035652e+000
6.718280970206082e-002	-3.031862e+000
6.719531712013642e-002	-3.028048e+000
6.720782453821203e-002	-3.024212e+000
6.722033195628763e-002	-3.020354e+000
6.723283937436322e-002	-3.016472e+000
6.724534679243882e-002	-3.012568e+000
6.731106235689920e-002	-2.991663e+000
6.744249348581993e-002	-2.948110e+000
6.767563038276533e-002	-2.866481e+000
6.793375657893896e-002	-2.769809e+000
6.828644000649552e-002	-2.627636e+000
6.874797608614315e-002	-2.428781e+000
6.919987362713335e-002	-2.223468e+000
6.955102337529900e-002	-2.057927e+000
6.988141943272207e-002	-1.898758e+000
7.025158122084993e-002	-1.718608e+000
7.058738291672967e-002	-1.554804e+000
7.093981654702872e-002	-1.383601e+000
7.128120387566654e-002	-1.219428e+000
7.163468523273135e-002	-1.051996e+000
7.198702861660708e-002	-8.883669e-001
7.234863559963280e-002	-7.244112e-001
7.271251939613004e-002	-5.639337e-001
7.308166454988173e-002	-4.061182e-001
7.344904382430885e-002	-2.542711e-001
7.380833799034331e-002	-1.097353e-001
7.381879322374152e-002	-1.056104e-001
7.388152462413078e-002	-8.120529e-002
7.396516649131646e-002	-4.884555e-002
7.399364310057664e-002	-3.790428e-002
7.403161191292354e-002	-2.336506e-002
7.406008852218371e-002	-1.250083e-002
7.407669987758547e-002	-6.179401e-003
7.408995905151049e-002	-1.141922e-003
7.410321822543549e-002	3.886659e-003
7.411647739936050e-002	8.906343e-003
7.412973657328550e-002	1.391713e-002
7.414299574721052e-002	1.891902e-002
7.415625492113552e-002	2.391201e-002
7.416951409506054e-002	2.889610e-002
7.424545171975433e-002	5.725946e-002
7.439732696914193e-002	1.130775e-001
7.470107746791711e-002	2.216941e-001
7.511341533283469e-002	3.632993e-001
7.558705455502468e-002	5.171322e-001
7.615800815545555e-002	6.895752e-001
7.684550174749415e-002	8.780851e-001
7.771678814177335e-002	1.088902e+000
7.856552880781992e-002	1.262537e+000
7.953716879357958e-002	1.421944e+000
8.041621004444560e-002	1.531057e+000
8.114694832154035e-002	1.594669e+000
8.169856503111703e-002	1.625193e+000
8.220330839271514e-002	1.639595e+000
8.269077781740697e-002	1.642193e+000
8.316187419779461e-002	1.634643e+000
8.361634190484502e-002	1.618185e+000
8.410101129614842e-002	1.591613e+000
8.454081503499751e-002	1.559998e+000
8.497924106474490e-002	1.521722e+000
8.539345748784866e-002	1.479997e+000
8.580230099484519e-002	1.434005e+000
8.619250332709627e-002	1.386985e+000
8.623008811766600e-002	1.382178e+000
8.627304216403141e-002	1.376624e+000
8.636412408100741e-002	1.364768e+000
8.639516702647854e-002	1.360677e+000
8.644194136430361e-002	1.354485e+000
8.647962757134872e-002	1.349461e+000
8.648994201540380e-002	1.348081e+000
8.650025645945889e-002	1.346699e+000
8.651057090351397e-002	1.345315e+000
8.652088534756904e-002	1.343928e+000
8.653119979162412e-002	1.342539e+000
8.654151423567920e-002	1.341148e+000
8.655182867973428e-002	1.339754e+000
8.658766439298651e-002	1.334892e+000
8.665933581949101e-002	1.325077e+000
8.680267867249997e-002	1.305112e+000
8.708936437851790e-002	1.263995e+000
8.766273579055378e-002	1.178837e+000
8.819359319816195e-002	1.097342e+000
8.869487008066995e-002	1.018390e+000
8.916526714526746e-002	9.432844e-001
8.962250426723437e-002	8.699385e-001
9.007367871935981e-002	7.977436e-001
9.052473464212667e-002	7.261783e-001
9.098091714632113e-002	6.547990e-001
9.144156136835659e-002	5.840733e-001
9.190831130297181e-002	5.140870e-001
9.238124080880737e-002	4.451436e-001
9.286095387201579e-002	3.774441e-001
9.334749248798741e-002	3.112432e-001
9.384032594902485e-002	2.468382e-001
9.433853890320647e-002	1.845266e-001
9.483921452487326e-002	1.247830e-001
9.533753417784746e-002	6.818541e-002
9.582134298285784e-002	1.532113e-002
9.583239165685609e-002	1.415640e-002
9.587658635284904e-002	9.535216e-003
9.593914078047543e-002	3.020964e-003
9.596320380261479e-002	5.288397e-004
9.604872075864650e-002	-8.265778e-003
9.613423771467822e-002	-1.695856e-002
9.621975467070992e-002	-2.554951e-002
9.630527162674163e-002	-3.403862e-002
9.639078858277334e-002	-4.242589e-002
9.647630553880505e-002	-5.071133e-002
9.656182249483676e-002	-5.889494e-002
9.714909272195302e-002	-1.131687e-001
9.787241104313833e-002	-1.754284e-001
9.870212764200459e-002	-2.405937e-001
9.961033449485401e-002	-3.047374e-001
1.006038840517719e-001	-3.672685e-001
1.015591531396890e-001	-4.205452e-001
1.025591531396890e-001	-4.698932e-001
1.035591531396890e-001	-5.137337e-001
1.045591531396890e-001	-5.528809e-001
1.055591531396890e-001	-5.881689e-001
1.065591531396890e-001	-6.203665e-001
1.075591531396890e-001	-6.501747e-001
1.085591531396890e-001	-6.782255e-001
1.095591531396890e-001	-7.050831e-001
1.105591531396890e-001	-7.312452e-001
1.115591531396890e-001	-7.571454e-001
1.125591531396890e-001	-7.831551e-001
1.135591531396890e-001	-8.095850e-001
1.145591531396890e-001	-8.366868e-001
1.155591531396890e-001	-8.646530e-001
1.165591531396890e-001	-8.936170e-001
1.175591531396890e-001	-9.236516e-001
1.185591531396890e-001	-9.547675e-001
1.195591531396890e-001	-9.869099e-001
1.205591531396890e-001	-1.019957e+000
1.215591531396890e-001	-1.053715e+000
1.225591531396890e-001	-1.087918e+000
1.235591531396890e-001	-1.122226e+000
1.245591531396890e-001	-1.156225e+000
1.255591531396890e-001	-1.189433e+000
1.265591531396890e-001	-1.221304e+000
1.275591531396890e-001	-1.251245e+000
1.285591531396890e-001	-1.278625e+000
1.295591531396890e-001	-1.302803e+000
1.305591531396890e-001	-1.323149e+000
1.315591531396890e-001	-1.339075e+000
1.325591531396890e-001	-1.350066e+000
1.335591531396890e-001	-1.355708e+000
1.345591531396890e-001	-1.355713e+000
1.355591531396890e-001	-1.349946e+000
1.365591531396890e-001	-1.338432e+000
1.375591531396890e-001	-1.321363e+000
1.385591531396890e-001	-1.299092e+000
1.395591531396890e-001	-1.272117e+000
1.405591531396890e-001	-1.241058e+000
1.415591531396890e-001	-1.206627e+000
1.425591531396890e-001	-1.169598e+000
1.435591531396890e-001	-1.130772e+000
1.445591531396890e-001	-1.090949e+000
1.455591531396890e-001	-1.050897e+000
1.465591531396890e-001	-1.011335e+000
1.475591531396890e-001	-9.729158e-001
1.485591531396890e-001	-9.362137e-001
1.495591531396890e-001	-9.017227e-001
1.505591531396890e-001	-8.698543e-001
1.515591531396890e-001	-8.409425e-001
1.525591531396890e-001	-8.152488e-001
1.535591531396890e-001	-7.929711e-001
1.545591531396890e-001	-7.742521e-001
1.555591531396890e-001	-7.591888e-001
1.565591531396890e-001	-7.478415e-001
1.575591531396890e-001	-7.402418e-001
1.585591531396890e-001	-7.364005e-001
1.595591531396890e-001	-7.363131e-001
1.605591531396890e-001	-7.399654e-001
1.615591531396890e-001	-7.473360e-001
1.625591531396890e-001	-7.583991e-001
1.635591531396890e-001	-7.731239e-001
1.645591531396890e-001	-7.914739e-001
1.655591531396890e-001	-8.134031e-001
1.665591531396890e-001	-8.388520e-001
1.675591531396890e-001	-8.677396e-001
1.685591531396890e-001	-8.999554e-001
1.695591531396890e-001	-9.353485e-001
1.705591531396890e-001	-9.737153e-001
1.715591531396890e-001	-1.014785e+000
1.725591531396890e-001	-1.058206e+000
1.735591531396890e-001	-1.103529e+000
1.745591531396890e-001	-1.150196e+000
1.755591531396890e-001	-1.197527e+000
1.765591531396890e-001	-1.244714e+000
1.775591531396890e-001	-1.290827e+000
1.785591531396890e-001	-1.334818e+000
1.795591531396890e-001	-1.375552e+000
1.805591531396890e-001	-1.411837e+000
1.815591531396890e-001	-1.442477e+000
1.825591531396890e-001	-1.466335e+000
1.835591531396890e-001	-1.482396e+000
1.845591531396890e-001	-1.489842e+000
1.855591531396890e-001	-1.488110e+000
1.865591531396890e-001	-1.476946e+000
1.875591531396890e-001	-1.456429e+000
1.885591531396890e-001	-1.427052e+000
1.895212229831687e-001	-1.391073e+000
1.904528439727317e-001	-1.349738e+000
1.913871528389701e-001	-1.302860e+000
1.923525020507606e-001	-1.249964e+000
1.933525020507606e-001	-1.191785e+000
1.943525020507606e-001	-1.131516e+000
1.953525020507606e-001	-1.070456e+000
1.963525020507606e-001	-1.009830e+000
1.973525020507606e-001	-9.506691e-001
1.982828069714004e-001	-8.977129e-001
1.991283358330557e-001	-8.519343e-001
1.999605864565943e-001	-8.094761e-001
2.007853904031264e-001	-7.702033e-001
2.016310874553356e-001	-7.330521e-001
2.025059043755016e-001	-6.980982e-001
2.034335848884534e-001	-6.650175e-001
2.044335848884534e-001	-6.338969e-001
2.054335848884534e-001	-6.074708e-001
2.064335848884534e-001	-5.857854e-001
2.074335848884534e-001	-5.687671e-001
2.084335848884534e-001	-5.563226e-001
2.094335848884534e-001	-5.483516e-001
2.104335848884534e-001	-5.447580e-001
2.114335848884534e-001	-5.454569e-001
2.124335848884534e-001	-5.503819e-001
2.134335848884534e-001	-5.594888e-001
2.144335848884534e-001	-5.727587e-001
2.154335848884534e-001	-5.901982e-001
2.164335848884534e-001	-6.118394e-001
2.174335848884534e-001	-6.377363e-001
2.184335848884534e-001	-6.679605e-001
2.194335848884534e-001	-7.025938e-001
2.204335848884534e-001	-7.417176e-001
2.214335848884534e-001	-7.854002e-001
2.224335848884534e-001	-8.336779e-001
2.234335848884534e-001	-8.865340e-001
2.244335848884534e-001	-9.438705e-001
2.254335848884534e-001	-1.005476e+000
2.264335848884534e-001	-1.070986e+000
2.274335848884534e-001	-1.139845e+000
2.284335848884534e-001	-1.211260e+000
2.294335848884534e-001	-1.284165e+000
2.304335848884534e-001	-1.357187e+000
2.314335848884534e-001	-1.428637e+000
2.324335848884534e-001	-1.496525e+000
2.334327772035847e-001	-1.558585e+000
2.344213033479156e-001	-1.611908e+000
2.354213033479156e-001	-1.655277e+000
2.364213033479156e-001	-1.685813e+000
2.374213033479156e-001	-1.701570e+000
2.384213033479156e-001	-1.701801e+000
2.392729136196324e-001	-1.689151e+000
2.399991763670470e-001	-1.668277e+000
2.406890431367073e-001	-1.640014e+000
2.413716477670506e-001	-1.604493e+000
2.420988658051009e-001	-1.559341e+000
2.427804741891804e-001	-1.510860e+000
2.434856625990500e-001	-1.455132e+000
2.441914964864493e-001	-1.394698e+000
2.449652079029683e-001	-1.324262e+000
2.458579053983319e-001	-1.239568e+000
2.465387013775462e-001	-1.173441e+000
2.469980938182307e-001	-1.128363e+000
2.473996787980557e-001	-1.088921e+000
2.477639976029756e-001	-1.053266e+000
2.480939253359662e-001	-1.021174e+000
2.484113977638136e-001	-9.905443e-001
2.487320686918355e-001	-9.598235e-001
2.487535056927052e-001	-9.577872e-001
2.487749426935749e-001	-9.557525e-001
2.487963796944446e-001	-9.537193e-001
2.488178166953144e-001	-9.516877e-001
2.488392536961841e-001	-9.496575e-001
2.488606906970538e-001	-9.476289e-001
2.488821276979235e-001	-9.456018e-001
2.488827905964050e-001	-9.455392e-001
2.489310874857756e-001	-9.409809e-001
2.489793843751462e-001	-9.364340e-001
2.490276812645168e-001	-9.318986e-001
2.490759781538874e-001	-9.273745e-001
2.491242750432579e-001	-9.228618e-001
2.491725719326285e-001	-9.183606e-001
2.492208688219991e-001	-9.138707e-001
2.495173035713892e-001	-8.865005e-001
2.498133315743116e-001	-8.595338e-001
2.501116339624099e-001	-8.328087e-001
2.504332217478832e-001	-8.045327e-001
2.507740826905388e-001	-7.751924e-001
2.511338474245650e-001	-7.449638e-001
2.515092260914490e-001	-7.142667e-001
2.519002919748478e-001	-6.832365e-001
2.523056878004308e-001	-6.521222e-001
2.527262711717995e-001	-6.210024e-001
2.531645715075869e-001	-5.898465e-001
2.536194729261764e-001	-5.588981e-001
2.540925419346493e-001	-5.282183e-001
2.545840414566250e-001	-4.979636e-001
2.550962154619077e-001	-4.682022e-001
2.556587675176730e-001	-4.375747e-001
2.562955255317769e-001	-4.054312e-001
2.570261935045609e-001	-3.715689e-001
2.577241499037183e-001	-3.421755e-001
2.584559606507451e-001	-3.143814e-001
2.591558959113736e-001	-2.905213e-001
2.598679289317746e-001	-2.687778e-001
2.604897972347272e-001	-2.514135e-001
2.606737197026569e-001	-2.467674e-001
2.608576421705866e-001	-2.422936e-001
2.610415646385163e-001	-2.379920e-001
2.612254871064461e-001	-2.338627e-001
2.614094095743758e-001	-2.299055e-001
2.615933320423055e-001	-2.261206e-001
2.617772545102352e-001	-2.225078e-001
2.627135870742410e-001	-2.058630e-001
2.637135870742410e-001	-1.911952e-001
2.647135870742410e-001	-1.798598e-001
2.657135870742410e-001	-1.716199e-001
2.667135870742410e-001	-1.662194e-001
2.677135870742410e-001	-1.634454e-001
2.687135870742410e-001	-1.631296e-001
2.697135870742410e-001	-1.651475e-001
2.707135870742410e-001	-1.694184e-001
2.717135870742410e-001	-1.759049e-001
2.727135870742410e-001	-1.846131e-001
2.737135870742409e-001	-1.955922e-001
2.747135870742409e-001	-2.089356e-001
2.757135870742409e-001	-2.247767e-001
2.767070103114752e-001	-2.431030e-001
2.776076480121987e-001	-2.621751e-001
2.784843768801382e-001	-2.832499e-001
2.793496558794914e-001	-3.066555e-001
2.802055406927670e-001	-3.325869e-001
2.810547093433878e-001	-3.613098e-001
2.818983775842515e-001	-3.930884e-001
2.827384974998127e-001	-4.282588e-001
2.835769207477287e-001	-4.672064e-001
2.844159375348153e-001	-5.103987e-001
2.852582964579791e-001	-5.584031e-001
2.861074191611038e-001	-6.119224e-001
2.869678784645524e-001	-6.718588e-001
2.878459353044691e-001	-7.394080e-001
2.887509389400260e-001	-8.162607e-001
2.896978998590802e-001	-9.049615e-001
2.906978998590802e-001	-1.007954e+000
2.916978998590802e-001	-1.120490e+000
2.926978998590802e-001	-1.242215e+000
2.936978998590802e-001	-1.371946e+000
2.946978998590802e-001	-1.507516e+000
2.954933609206911e-001	-1.617796e+000
2.962006546664699e-001	-1.715925e+000
2.968869177125294e-001	-1.808994e+000
2.976393522999861e-001	-1.906318e+000
2.983251469926489e-001	-1.988143e+000
2.990490455511888e-001	-2.066641e+000
2.992824248993348e-001	-2.089457e+000
2.993365415285310e-001	-2.094551e+000
2.993906581577271e-001	-2.099529e+000
2.994447747869233e-001	-2.104391e+000
2.994988914161195e-001	-2.109137e+000
2.995530080453157e-001	-2.113766e+000
2.996071246745118e-001	-2.118280e+000
2.996612413037080e-001	-2.122678e+000
2.997097782603212e-001	-2.126612e+000
2.997583152169343e-001	-2.130467e+000
2.998068521735475e-001	-2.134243e+000
2.998553891301606e-001	-2.137940e+000
2.999039260867737e-001	-2.141558e+000
2.999524630433869e-001	-2.145097e+000
3.000010000000000e-001	-2.148557e+000
3.000017006806641e-001	-2.148607e+000
3.000017010732422e-001	-2.148607e+000
3.000017018583984e-001	-2.148607e+000
3.000017034287110e-001	-2.148607e+000
3.000017254130860e-001	-2.148608e+000
3.000017505380859e-001	-2.148610e+000
3.000018007880860e-001	-2.148614e+000
3.000019012880860e-001	-2.148621e+000
3.000020000000000e-001	-2.148628e+000
3.000482070469675e-001	-2.151846e+000
3.000944140939350e-001	-2.154974e+000
3.001406211409025e-001	-2.158014e+000
3.001868281878700e-001	-2.160964e+000
3.002330352348375e-001	-2.163824e+000
3.002792422818050e-001	-2.166596e+000
3.003254493287725e-001	-2.169278e+000
3.006489085287363e-001	-2.185315e+000
3.012958269286640e-001	-2.206440e+000
3.019575870992155e-001	-2.213780e+000
3.024992452799238e-001	-2.206728e+000
3.029839395665968e-001	-2.189359e+000
3.034465752784905e-001	-2.163252e+000
3.038934365749488e-001	-2.129518e+000
3.043248608942903e-001	-2.089130e+000
3.047860280102515e-001	-2.038227e+000
3.052034744093380e-001	-1.985743e+000
3.056199318445606e-001	-1.927645e+000
3.060099532405291e-001	-1.868800e+000
3.063173381701306e-001	-1.820051e+000
3.063560152875850e-001	-1.813659e+000
3.064002177075329e-001	-1.806290e+000
3.064931641943592e-001	-1.790706e+000
3.065204140759429e-001	-1.786091e+000
3.065567472513879e-001	-1.779907e+000
3.065744714021282e-001	-1.776891e+000
3.065921955528685e-001	-1.773867e+000
3.066099197036089e-001	-1.770835e+000
3.066276438543492e-001	-1.767794e+000
3.066453680050895e-001	-1.764746e+000
3.066630921558298e-001	-1.761689e+000
3.066808163065701e-001	-1.758624e+000
3.067353794321437e-001	-1.749167e+000
3.067837756196359e-001	-1.740722e+000
3.068321718071280e-001	-1.732225e+000
3.068805679946201e-001	-1.723676e+000
3.069289641821122e-001	-1.715074e+000
3.069773603696044e-001	-1.706421e+000
3.070257565570965e-001	-1.697715e+000
3.070741527445886e-001	-1.688958e+000
3.073886143972794e-001	-1.631263e+000
3.078438331285702e-001	-1.545747e+000
3.083033847934804e-001	-1.457502e+000
3.087898219646667e-001	-1.362624e+000
3.092362193663145e-001	-1.274909e+000
3.096866792064751e-001	-1.186373e+000
3.101261170186513e-001	-1.100530e+000
3.105720246741335e-001	-1.014430e+000
3.110211608056991e-001	-9.291448e-001
3.114811638242762e-001	-8.436621e-001
3.119494953401381e-001	-7.588902e-001
3.124304925191040e-001	-6.744748e-001
3.129238556986851e-001	-5.909032e-001
3.134330171844648e-001	-5.080333e-001
3.139590612260573e-001	-4.261420e-001
3.145056941352046e-001	-3.451264e-001
3.150756742821467e-001	-2.650882e-001
3.156750354149406e-001	-1.857560e-001
3.163118150370046e-001	-1.064289e-001
3.168350359272861e-001	-4.427384e-002
3.168756831481357e-001	-3.967656e-002
3.169221371148210e-001	-3.445365e-002
3.170150450481917e-001	-2.410661e-002
3.172008609149330e-001	-3.599592e-003
3.172066676607687e-001	-2.963984e-003
3.172269912711935e-001	-7.530572e-004
3.172338414166716e-001	-8.973623e-006
3.172876759687989e-001	5.815069e-003
3.173415105209262e-001	1.159696e-002
3.173953450730536e-001	1.733671e-002
3.174491796251809e-001	2.303431e-002
3.175030141773082e-001	2.868976e-002
3.175568487294356e-001	3.430307e-002
3.176106832815629e-001	3.987422e-002
3.179823150150455e-001	7.736483e-002
3.186099954651285e-001	1.375878e-001
3.192668761941007e-001	1.965537e-001
3.200689822541624e-001	2.631632e-001
3.208801753222440e-001	3.251886e-001
3.217792765897209e-001	3.882633e-001
3.227128582477216e-001	4.484303e-001
3.237128582477216e-001	5.078427e-001
3.247128582477216e-001	5.630525e-001
